3746, 0
3747, 0
1703, 0
3525, 0
500, 0
406, 2
410, 1
260, 0
505, 0
376, 5
510, 1
506, 0
887, 0
896, 1
3642, 2
2433, 1
3848, 2
3847, 2
3645, 1
3643, 1
1405, 0
3118, 1
525, 1
1291, 0
198, 1
192, 1
495, 0
509, 1
3125, 0
96, 0
553, 0
552, 0
550, 0
554, 0
546, 0
2021, 0
586, 0
630, 0
579, 0
341, 1
370, 6
931, 0
371, 2
720, 0
2028, 1
723, 0
347, 0
1516, 0
2741, 0
328, 3
337, 3
339, 6
353, 3
354, 3
355, 3
778, 3
377, 3
363, 3
365, 3
378, 3
383, 3
388, 4
391, 3
392, 3
393, 3
394, 3
329, 3
342, 3
788, 0
514, 1
1532, 0
256, 0
939, 0
284, 0
972, 1
963, 0
965, 2
482, 0
3421, 0
3419, 0
3417, 0
3420, 0
3415, 0
976, 0
494, 0
247, 0
996, 0
983, 0
1008, 0
1006, 0
1007, 0
3911, 0
244, 0
491, 0
1289, 0
1342, 0
1356, 0
1361, 0
3467, 0
3468, 0
1413, 0
1506, 0
1505, 0
1510, 2
3142, 2
3130, 2
927, 1
935, 2
1765, 0
3730, 0
4155, 1
3732, 0
3731, 0
893, 0
900, 0
1996, 0
1993, 0
2002, 1
1998, 0
1991, 0
1994, 0
1990, 1
1997, 0
1995, 0
1992, 0
2004, 0
1999, 0
2573, 0
1535, 0
3527, 1
3793, 0
2580, 0
3794, 0
2029, 4
2020, 0
2395, 0
2394, 0
2403, 0
2418, 0
2411, 0
2410, 0
4001, 0
3772, 0
1519, 0
3621, 0
1517, 0
3667, 0
3665, 0
352, 0
2460, 0
3978, 0
3979, 0
2503, 0
1445, 0
3128, 1
1422, 0
246, 1
3906, 0
3969, 4
3968, 4
2693, 0
1400, 0
2698, 0
230, 0
245, 0
1687, 0
1686, 0
970, 2
3209, 0
3784, 0
3674, 0
3987, 0
3990, 0
4038, 0
3449, 0
3451, 0
3450, 0
3176, 0
961, 0
2761, 0
1503, 0
3610, 0
3139, 0
4216, 0
4248, 0
4278, 48
4279, 24
348, 0
4319, 0
4334, 1
4358, 1
4368, 0
971, 1
622, 4
4392, 2
595, 2
366, 3
582, 3
4395, 22
4405, 2
4406, 2
4410, 1
1280, 0
4434, 0
1706, 1
3835, 1
4446, 1
4484, 2
4486, 0
4518, 9
4542, 4
4548, 1
3121, 1
3124, 1
4550, 0
4561, 0
4562, 0
4565, 0
4568, 0
4598, 0
4602, 1
4616, 0
4622, 0
4626, 0
4620, 0
2027, 1
4684, 5
4706, 0
4744, 0
4767, 0
4771, 0
4811, 0
4828, 1
4846, 0
4855, 0
4897, 1
4898, 0
4910, 0
4909, 0
1577, 0
4951, 0
4949, 1
4939, 7
2381, 0
2380, 0
5033, 0
5157, 1
5208, 0
5209, 1
5224, 0
5227, 0
3675, 0
712, 1
5162, 0
5166, 0
2010, 0
5164, 0
5168, 0
5287, 0
5288, 0
5304, 0
5303, 0
5305, 0
5306, 0
2023, 1
1513, 0
5308, 0
5407, 1
4683, 1
5629, 1
5580, 2
5579, 1
5576, 1
5574, 1
5670, 1
5739, 0
266, 0
3144, 0
5638, 4
5944, 1
5848, 4
6052, 4
6062, 2
6066, 6
6074, 2
639, 1
1534, 1
6088, 6
6097, 6
6095, 16
6197, 1
6199, 10
267, 0
4318, 0
6248, 1
6249, 1
6251, 1
6377, 19
4950, 0
6412, 0
6477, 0
6478, 0
6479, 0
6481, 0
3607, 0
504, 0
6772, 0
6797, 0
3006, 0
7046, 2
7045, 2
6895, 2
7049, 2
7057, 0
7058, 0
7118, 2
877, 0
7125, 0
4741, 0
374, 0
2766, 0
3752, 0
3745, 0
1378, 1
4121, 1
3433, 1
6371, 0
6835, 0
7239, 0
6700, 0
7273, 1
5252, 1
7288, 7
7287, 3
7313, 0
7439, 0
7546, 0
7765, 0
3447, 0
1386, 0
7851, 0
7921, 1
7918, 2
7977, 0
7978, 0
7980, 0
8068, 0
202, 0
7594, 0
519, 0
5568, 0
511, 0
8204, 0
8221, 0
6381, 0
